Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,State/Province,County,City,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Sex,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"573.18629","Klebsiella pneumoniae strain WCHKP015473",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","WCHKP015473",,,,"MLST.klebsiella.11",,,,,,,,,,,,,,,,"Good","2018-06-25T00:00:00Z",,,"PRJNA353728","SAMN08932832","GCA_003262415.1",,"QJLR00000000","West China Hospital, Sichuan University","WGS","Illumina HiSeq","200x","Unicycler v. 0.4.5",,,178,5697422,57.187813,12,175912,77,4,,5728,99.6,98.2,,100,,,,"2017",2017,,"China",,,,"Asia","China: Chengdu, Sichuan",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:Pure Culture","Genome sequencing and assembly of Klebsiella strains","2018-07-16T09:40:34.727Z","2018-07-16T09:40:34.727Z"
"573.18630","Klebsiella pneumoniae strain WCHKP015469",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","WCHKP015469",,,,"MLST.klebsiella.11",,,,,,,,,,,,,,,,"Good","2018-06-25T00:00:00Z",,,"PRJNA353728","SAMN08932831","GCA_003262425.1",,"QJLQ00000000","West China Hospital, Sichuan University","WGS","Illumina HiSeq","200x","Unicycler v. 0.4.5",,,209,5683652,57.193985,15,109905,66,3,,5709,99.6,98.2,,100,,,,"2017",2017,,"China",,,,"Asia","China: Chengdu, Sichuan",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:Pure Culture","Genome sequencing and assembly of Klebsiella strains","2018-07-16T09:40:20.752Z","2018-07-16T09:40:20.752Z"
"573.18631","Klebsiella pneumoniae strain WCHKP015462",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","WCHKP015462",,,,"MLST.klebsiella.11",,,,,,,,,,,,,,,,"Good","2018-06-25T00:00:00Z",,,"PRJNA353728","SAMN08932828","GCA_003262445.1",,"QJLN00000000","West China Hospital, Sichuan University","WGS","Illumina HiSeq","200x","Unicycler v. 0.4.5",,,150,5514390,57.334064,14,129253,67,4,,5502,99.6,98.2,,100,,,,"2017",2017,,"China",,,,"Asia","China: Chengdu, Sichuan",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:Pure Culture","Genome sequencing and assembly of Klebsiella strains","2018-07-16T09:40:27.752Z","2018-07-16T09:40:27.752Z"
"573.18632","Klebsiella pneumoniae strain WCHKP015402",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","WCHKP015402",,,,"MLST.klebsiella.11",,,,,,,,,,,,,,,,"Good","2018-06-25T00:00:00Z",,,"PRJNA353728","SAMN08932827","GCA_003262475.1",,"QJLM00000000","West China Hospital, Sichuan University","WGS","Illumina HiSeq","200x","Unicycler v. 0.4.5",,,151,5581495,57.23506,16,128344,67,4,,5569,99.6,97.6,,98.3,,,,"2017",2017,,"China",,,,"Asia","China: Chengdu, Sichuan",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:Pure Culture","Genome sequencing and assembly of Klebsiella strains","2018-07-16T09:41:32.587Z","2018-07-16T09:41:32.587Z"
"573.18633","Klebsiella pneumoniae strain WCHKP015396",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","WCHKP015396",,,,"MLST.klebsiella.11",,,,,,,,,,,,,,,,"Good","2018-06-25T00:00:00Z",,,"PRJNA353728","SAMN08932825","GCA_003262485.1",,"QJLK00000000","West China Hospital, Sichuan University","WGS","Illumina HiSeq","200x","Unicycler v. 0.4.5",,,211,5683579,57.18965,15,102153,66,4,,5718,99.6,98.1,,100,,,,"2017",2017,,"China",,,,"Asia","China: Chengdu, Sichuan",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:Pure Culture","Genome sequencing and assembly of Klebsiella strains","2018-07-16T09:41:59.710Z","2018-07-16T09:41:59.710Z"
"573.18634","Klebsiella pneumoniae strain WCHKP015394",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","WCHKP015394",,,,"MLST.klebsiella.11",,,,,,,,,,,,,,,,"Good","2018-06-25T00:00:00Z",,,"PRJNA353728","SAMN08932823","GCA_003262505.1",,"QJLI00000000","West China Hospital, Sichuan University","WGS","Illumina HiSeq","200x","Unicycler v. 0.4.5",,,125,5443844,57.37624,11,185639,77,4,,5407,99.6,98.1,,100,,,,"2017",2017,,"China",,,,"Asia","China: Chengdu, Sichuan",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:Pure Culture","Genome sequencing and assembly of Klebsiella strains","2018-07-16T09:42:27.455Z","2018-07-16T09:42:27.455Z"
"573.18635","Klebsiella pneumoniae strain WCHKP015376",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","WCHKP015376",,,,"MLST.klebsiella.11",,,,,,,,,,,,,,,,"Good","2018-06-25T00:00:00Z",,,"PRJNA353728","SAMN08932821","GCA_003262535.1",,"QJLG00000000","West China Hospital, Sichuan University","WGS","Illumina HiSeq","200x","Unicycler v. 0.4.5",,,187,5760926,57.031715,12,175912,77,4,,5823,99.6,98,,100,,,,"2017",2017,,"China",,,,"Asia","China: Chengdu, Sichuan",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:Pure Culture","Genome sequencing and assembly of Klebsiella strains","2018-07-16T09:43:55.331Z","2018-07-16T09:43:55.331Z"
"573.18636","Klebsiella pneumoniae strain WCHKP015375",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","WCHKP015375",,,,"MLST.klebsiella.1640",,,,,,,,,,,,,,,,"Good","2018-06-25T00:00:00Z",,,"PRJNA353728","SAMN08932820","GCA_003262545.1",,"QJLF00000000","West China Hospital, Sichuan University","WGS","Illumina HiSeq","200x","Unicycler v. 0.4.5",,,189,5738931,57.032833,12,170100,76,4,,5788,99.6,98.2,,100,,,,"2017",2017,,"China",,,,"Asia","China: Chengdu, Sichuan",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:Pure Culture","Genome sequencing and assembly of Klebsiella strains","2018-07-16T09:44:02.684Z","2018-07-16T09:44:02.684Z"
"573.18637","Klebsiella pneumoniae strain WCHKP015372",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","WCHKP015372",,,,"MLST.klebsiella.11",,,,,,,,,,,,,,,,"Good","2018-06-25T00:00:00Z",,,"PRJNA353728","SAMN08932819","GCA_003262575.1",,"QJLE00000000","West China Hospital, Sichuan University","WGS","Illumina HiSeq","200x","Unicycler v. 0.4.5",,,165,5510877,57.333107,16,99986,55,4,,5508,99.6,98.2,,100,,,,"2017",2017,,"China",,,,"Asia","China: Chengdu, Sichuan",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:Pure Culture","Genome sequencing and assembly of Klebsiella strains","2018-07-16T09:43:48.436Z","2018-07-16T09:43:48.436Z"
"573.18638","Klebsiella pneumoniae strain WCHKP015369",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","WCHKP015369",,,,"MLST.klebsiella.11",,,,,,,,,,,,,,,,"Good","2018-06-25T00:00:00Z",,,"PRJNA353728","SAMN08932816","GCA_003262585.1",,"QJLB00000000","West China Hospital, Sichuan University","WGS","Illumina HiSeq","200x","Unicycler v. 0.4.5",,,122,5516912,57.33965,12,175912,77,4,,5502,99.6,98.2,,100,,,,"2017",2017,,"China",,,,"Asia","China: Chengdu, Sichuan",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:Pure Culture","Genome sequencing and assembly of Klebsiella strains","2018-07-16T09:43:41.460Z","2018-07-16T09:43:41.460Z"
"573.18639","Klebsiella pneumoniae strain WCHKP015289",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","WCHKP015289",,,,"MLST.klebsiella.11",,,,,,,,,,,,,,,,"Good","2018-06-25T00:00:00Z",,,"PRJNA353728","SAMN08624648","GCA_003262615.1",,"QJKV00000000","West China Hospital, Sichuan University","WGS","Illumina HiSeq","200x","Unicycler v. 0.4.5",,,135,5585797,57.10127,11,185639,77,6,,5605,99.6,98.2,,100,,,,"2017-05-15",2017,,"China",,,,"Asia","China: Chengdu, Sichuan",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:Pure Culture","Genome sequencing and assembly of Klebsiella strains","2018-07-16T09:44:10.013Z","2018-07-16T09:44:10.013Z"
"573.18640","Klebsiella pneumoniae strain WCHKP015275",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","WCHKP015275",,,,"MLST.klebsiella.11",,,,,,,,,,,,,,,,"Good","2018-06-25T00:00:00Z",,,"PRJNA353728","SAMN08624646","GCA_003262625.1",,"QJKU00000000","West China Hospital, Sichuan University","WGS","Illumina HiSeq","200x","Unicycler v. 0.4.5",,,132,5573990,57.157154,11,185639,83,7,,5576,99.6,98.2,,100,,,,"2017-05-03",2017,,"China",,,,"Asia","China: Chengdu, Sichuan",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:Pure Culture","Genome sequencing and assembly of Klebsiella strains","2018-07-16T09:44:33.807Z","2018-07-16T09:44:33.807Z"
"573.18641","Klebsiella pneumoniae strain WCHKP015237",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","WCHKP015237",,,,"MLST.klebsiella.11",,,,,,,,,,,,,,,,"Good","2018-06-25T00:00:00Z",,,"PRJNA353728","SAMN08624637","GCA_003262655.1",,"QJKR00000000","West China Hospital, Sichuan University","WGS","Illumina HiSeq","200x","Unicycler v. 0.4.5",,,182,5724437,57.0955,12,175912,77,6,,5766,99.6,98.2,,100,,,,"2017-05-08",2017,,"China",,,,"Asia","China: Chengdu, Sichuan",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:Pure Culture","Genome sequencing and assembly of Klebsiella strains","2018-07-16T09:44:47.764Z","2018-07-16T09:44:47.764Z"
"573.18642","Klebsiella pneumoniae strain WCHKP015234",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","WCHKP015234",,,,"MLST.klebsiella.45",,,,,,,,,,,,,,,,"Good","2018-06-25T00:00:00Z",,,"PRJNA353728","SAMN08624635","GCA_003262665.1",,"QJKQ00000000","West China Hospital, Sichuan University","WGS","Illumina HiSeq","200x","Unicycler v. 0.4.5",,,247,5541358,57.22794,9,186329,67,3,,5559,99.5,97.6,,100,,,,"2017-05-08",2017,,"China",,,,"Asia","China: Chengdu, Sichuan",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:Pure Culture","Genome sequencing and assembly of Klebsiella strains","2018-07-16T09:44:17.107Z","2018-07-16T09:44:17.107Z"
"573.18643","Klebsiella pneumoniae strain WCHKP015233",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","WCHKP015233",,,,,,,,,,,,,,,,,,,,"Good","2018-06-25T00:00:00Z",,,"PRJNA353728","SAMN08932814","GCA_003262695.1",,"QJKP00000000","West China Hospital, Sichuan University","WGS","Illumina HiSeq","200x","Unicycler v. 0.4.5",,,334,5444411,57.243473,16,110199,59,4,,5495,95.9,93.3,0.2,98.3,,,,"2017",2017,,"China",,,,"Asia","China: Chengdu, Sichuan",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:Pure Culture","Genome sequencing and assembly of Klebsiella strains","2018-07-16T09:44:24.057Z","2018-07-16T09:44:24.057Z"
"573.18645","Klebsiella pneumoniae strain WCHKP015667",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","WCHKP015667",,,,"MLST.klebsiella.11",,,,,,,,,,,,,,,,"Good","2018-06-25T00:00:00Z",,,"PRJNA353728","SAMN08932882","GCA_003262725.1",,"QJNP00000000","West China Hospital, Sichuan University","WGS","Illumina HiSeq","200x","Unicycler v. 0.4.5",,,156,5513736,57.332397,14,129253,67,4,,5503,99.6,98.2,,100,,,,"2017",2017,,"China",,,,"Asia","China: Chengdu, Sichuan",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:Pure Culture","Genome sequencing and assembly of Klebsiella strains","2018-07-16T09:44:55.008Z","2018-07-16T09:44:55.008Z"
"573.18646","Klebsiella pneumoniae strain WCHKP015656",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","WCHKP015656",,,,"MLST.klebsiella.11",,,,,,,,,,,,,,,,"Good","2018-06-25T00:00:00Z",,,"PRJNA353728","SAMN08932876","GCA_003262755.1",,"QJNJ00000000","West China Hospital, Sichuan University","WGS","Illumina HiSeq","200x","Unicycler v. 0.4.5",,,208,5685345,57.191357,16,99986,67,4,,5718,99.6,98.2,,100,,,,"2017",2017,,"China",,,,"Asia","China: Chengdu, Sichuan",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:Pure Culture","Genome sequencing and assembly of Klebsiella strains","2018-07-16T09:45:06.934Z","2018-07-16T09:45:06.934Z"
"573.18647","Klebsiella pneumoniae strain WCHKP015650",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","WCHKP015650",,,,"MLST.klebsiella.11",,,,,,,,,,,,,,,,"Good","2018-06-25T00:00:00Z",,,"PRJNA353728","SAMN08932873","GCA_003262765.1",,"QJNG00000000","West China Hospital, Sichuan University","WGS","Illumina HiSeq","200x","Unicycler v. 0.4.5",,,206,5685412,57.191124,15,109905,66,4,,5712,99.6,98.2,,100,,,,"2017",2017,,"China",,,,"Asia","China: Chengdu, Sichuan",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:Pure Culture","Genome sequencing and assembly of Klebsiella strains","2018-07-16T09:45:49.417Z","2018-07-16T09:45:49.417Z"
"573.18648","Klebsiella pneumoniae strain WCHKP015633",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","WCHKP015633",,,,"MLST.klebsiella.11",,,,,,,,,,,,,,,,"Good","2018-06-25T00:00:00Z",,,"PRJNA353728","SAMN08932867","GCA_003262795.1",,"QJNA00000000","West China Hospital, Sichuan University","WGS","Illumina HiSeq","200x","Unicycler v. 0.4.5",,,156,5514247,57.33336,14,129253,67,4,,5499,99.6,98.2,,100,,,,"2017",2017,,"China",,,,"Asia","China: Chengdu, Sichuan",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:Pure Culture","Genome sequencing and assembly of Klebsiella strains","2018-07-16T09:45:56.459Z","2018-07-16T09:45:56.459Z"
"573.18649","Klebsiella pneumoniae strain WCHKP015627",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","WCHKP015627",,,,"MLST.klebsiella.11",,,,,,,,,,,,,,,,"Good","2018-06-25T00:00:00Z",,,"PRJNA353728","SAMN08932865","GCA_003262805.1",,"QJMY00000000","West China Hospital, Sichuan University","WGS","Illumina HiSeq","200x","Unicycler v. 0.4.5",,,150,5510733,57.3464,14,105751,66,4,,5504,99.6,98.2,,100,,,,"2017",2017,,"China",,,,"Asia","China: Chengdu, Sichuan",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:Pure Culture","Genome sequencing and assembly of Klebsiella strains","2018-07-16T09:46:03.565Z","2018-07-16T09:46:03.565Z"
"573.18650","Klebsiella pneumoniae strain WCHKP015622",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","WCHKP015622",,,,"MLST.klebsiella.11",,,,,,,,,,,,,,,,"Good","2018-06-25T00:00:00Z",,,"PRJNA353728","SAMN08932861","GCA_003262835.1",,"QJMU00000000","West China Hospital, Sichuan University","WGS","Illumina HiSeq","200x","Unicycler v. 0.4.5",,,158,5512642,57.35074,13,129289,70,4,,5512,99.4,97.7,,100,,,,"2017",2017,,"China",,,,"Asia","China: Chengdu, Sichuan",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:Pure Culture","Genome sequencing and assembly of Klebsiella strains","2018-07-16T09:46:17.262Z","2018-07-16T09:46:17.262Z"
"573.18651","Klebsiella pneumoniae strain WCHKP015581",,573,"131567;2;3379134;1224;1236;91347;543;2890311;570;3390273;573","cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella/Raoultella group;Klebsiella;Klebsiella pneumoniae complex;Klebsiella pneumoniae","Bacteria","Pseudomonadati","Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella","Klebsiella pneumoniae","WGS","WCHKP015581",,,,"MLST.klebsiella.11",,,,,,,,,,,,,,,,"Good","2018-06-25T00:00:00Z",,,"PRJNA353728","SAMN08932856","GCA_003262845.1",,"QJMP00000000","West China Hospital, Sichuan University","WGS","Illumina HiSeq","200x","Unicycler v. 0.4.5",,,136,5629692,57.194374,8,223214,79,4,,5648,99.6,98.1,,99.7,,,,"2017",2017,,"China",,,,"Asia","China: Chengdu, Sichuan",,"Human, Homo sapiens","Human",,,,"Human",,,,"sample_type:Pure Culture","Genome sequencing and assembly of Klebsiella strains","2018-07-16T09:46:10.509Z","2018-07-16T09:46:10.509Z"
